Country,1.4.1_SP_ACS_BSRVH2O__ALLAREA__2019,1.4.1_SP_ACS_BSRVH2O__ALLAREA__Delta,1.4.1_SP_ACS_BSRVSAN__ALLAREA__2019,1.4.1_SP_ACS_BSRVSAN__ALLAREA__Delta,3.2.1_SH_DYN_IMRT_FEMALE__<1Y_2019,3.2.1_SH_DYN_IMRT_FEMALE__<1Y_Delta,3.2.1_SH_DYN_IMRT_BOTHSEX__<1Y_2019,3.2.1_SH_DYN_IMRT_BOTHSEX__<1Y_Delta,3.2.1_SH_DYN_IMRT_MALE__<1Y_2019,3.2.1_SH_DYN_IMRT_MALE__<1Y_Delta,3.2.1_SH_DYN_IMRTN_BOTHSEX__<1Y_2019,3.2.1_SH_DYN_IMRTN_BOTHSEX__<1Y_Delta,3.2.1_SH_DYN_IMRTN_FEMALE__<1Y_2019,3.2.1_SH_DYN_IMRTN_FEMALE__<1Y_Delta,3.2.1_SH_DYN_IMRTN_MALE__<1Y_2019,3.2.1_SH_DYN_IMRTN_MALE__<1Y_Delta,3.2.1_SH_DYN_MORT_MALE__<5Y_2019,3.2.1_SH_DYN_MORT_MALE__<5Y_Delta,3.2.1_SH_DYN_MORT_BOTHSEX__<5Y_2019,3.2.1_SH_DYN_MORT_BOTHSEX__<5Y_Delta,3.2.1_SH_DYN_MORT_FEMALE__<5Y_2019,3.2.1_SH_DYN_MORT_FEMALE__<5Y_Delta,3.2.1_SH_DYN_MORTN_BOTHSEX__<5Y_2019,3.2.1_SH_DYN_MORTN_BOTHSEX__<5Y_Delta,3.2.1_SH_DYN_MORTN_MALE__<5Y_2019,3.2.1_SH_DYN_MORTN_MALE__<5Y_Delta,3.2.1_SH_DYN_MORTN_FEMALE__<5Y_2019,3.2.1_SH_DYN_MORTN_FEMALE__<5Y_Delta,3.2.2_SH_DYN_NMRT_BOTHSEX__<1M_2019,3.2.2_SH_DYN_NMRT_BOTHSEX__<1M_Delta,3.2.2_SH_DYN_NMRTN_BOTHSEX__<1M_2019,3.2.2_SH_DYN_NMRTN_BOTHSEX__<1M_Delta,3.3.2_SH_TBS_INCD____2019,3.3.2_SH_TBS_INCD____Delta,6.2.1_SH_SAN_DEFECT__ALLAREA__2019,6.2.1_SH_SAN_DEFECT__ALLAREA__Delta,6.6.1_EN_LKRV_PWAC____2019,6.6.1_EN_LKRV_PWAC____Delta,6.6.1_EN_LKRV_PWAN____2019,6.6.1_EN_LKRV_PWAN____Delta,6.6.1_EN_LKRV_PWAP____2019,6.6.1_EN_LKRV_PWAP____Delta,6.6.1_EN_LKRV_SWAC____2019,6.6.1_EN_LKRV_SWAC____Delta,6.6.1_EN_LKRV_SWAN____2019,6.6.1_EN_LKRV_SWAN____Delta,6.6.1_EN_LKRV_SWAP____2019,6.6.1_EN_LKRV_SWAP____Delta,6.6.1_EN_RSRV_MNWAN____2019,6.6.1_EN_RSRV_MNWAN____Delta,6.6.1_EN_RSRV_MNWAP____2019,6.6.1_EN_RSRV_MNWAP____Delta,6.6.1_EN_RSRV_MXWAN____2019,6.6.1_EN_RSRV_MXWAN____Delta,6.6.1_EN_RSRV_MXWAP____2019,6.6.1_EN_RSRV_MXWAP____Delta,7.1.1_EG_ACS_ELEC__ALLAREA__2019,7.1.1_EG_ACS_ELEC__ALLAREA__Delta,7.1.1_EG_ACS_ELEC__URBAN__2019,7.1.1_EG_ACS_ELEC__URBAN__Delta,7.2.1_EG_FEC_RNEW____2019,7.2.1_EG_FEC_RNEW____Delta,7.3.1_EG_EGY_PRIM____2019,7.3.1_EG_EGY_PRIM____Delta,8.1.1_NY_GDP_PCAP____2019,8.1.1_NY_GDP_PCAP____Delta,8.4.2_EN_MAT_DOMCMPC____2019,8.4.2_EN_MAT_DOMCMPC____Delta,8.4.2_EN_MAT_DOMCMPG____2019,8.4.2_EN_MAT_DOMCMPG____Delta,8.4.2_EN_MAT_DOMCMPT____2019,8.4.2_EN_MAT_DOMCMPT____Delta,9.2.1_NV_IND_MANF____2019,9.2.1_NV_IND_MANF____Delta,9.2.1_NV_IND_MANF_CD____2019,9.2.1_NV_IND_MANF_CD____Delta,9.2.1_NV_IND_MANFPC____2019,9.2.1_NV_IND_MANFPC____Delta,10.7.4_SM_POP_REFG_OR____2019,10.7.4_SM_POP_REFG_OR____Delta,10.a.1_TM_TRF_ZERO____2019,10.a.1_TM_TRF_ZERO____Delta,11.6.2_EN_ATM_PM25__URBAN__2019,11.6.2_EN_ATM_PM25__URBAN__Delta,11.6.2_EN_ATM_PM25__ALLAREA__2019,11.6.2_EN_ATM_PM25__ALLAREA__Delta,11.6.2_EN_ATM_PM25__TSUB__2019,11.6.2_EN_ATM_PM25__TSUB__Delta,11.6.2_EN_ATM_PM25__RURAL__2019,11.6.2_EN_ATM_PM25__RURAL__Delta,15.1.1_AG_LND_FRST____2019,15.1.1_AG_LND_FRST____Delta,15.1.1_AG_LND_FRSTN____2019,15.1.1_AG_LND_FRSTN____Delta,15.1.1_AG_LND_TOTL____2019,15.1.1_AG_LND_TOTL____Delta,15.1.2_ER_PTD_TERR____2019,15.1.2_ER_PTD_TERR____Delta,15.2.1_AG_LND_FRSTBIOPHA____2019,15.2.1_AG_LND_FRSTBIOPHA____Delta,15.2.1_AG_LND_FRSTCERT____2019,15.2.1_AG_LND_FRSTCERT____Delta,15.5.1_ER_RSK_LST____2019,15.5.1_ER_RSK_LST____Delta,15.6.1_ER_CBD_ORSPGRFA____2019,15.6.1_ER_CBD_ORSPGRFA____Delta,15.6.1_ER_CBD_PTYPGRFA____2019,15.6.1_ER_CBD_PTYPGRFA____Delta,15.6.1_ER_CBD_SMTA____2019,15.6.1_ER_CBD_SMTA____Delta,17.11.1_TX_EXP_GBMRCH____2019,17.11.1_TX_EXP_GBMRCH____Delta,17.11.1_TX_IMP_GBMRCH____2019,17.11.1_TX_IMP_GBMRCH____Delta,17.12.1_TM_TAX_DMFN____2019,17.12.1_TM_TAX_DMFN____Delta,17.12.1_TM_TAX_DPRF____2019,17.12.1_TM_TAX_DPRF____Delta,17.13.1_NY_GDP_MKTP_KD_ZG____2019,17.13.1_NY_GDP_MKTP_KD_ZG____Delta,17.13.1_PA_NUS_ATLS____2019,17.13.1_PA_NUS_ATLS____Delta,17.13.1_TG_VAL_TOTL_GD_ZS____2019,17.13.1_TG_VAL_TOTL_GD_ZS____Delta,17.3.1_GF_FRN_FDI____2019,17.3.1_GF_FRN_FDI____Delta,Required Imputes,Percent Imputed,Population Index,Population,Class Label
Paraguay,99.59111,0.06862,91.71567,1.03828,14.9,-0.5,16.6,-0.5,18.2,-0.6,2303,-82,1008,-37,1295,-45,21.2,-0.7,19.4,-0.6,17.4,-0.6,2691,-95,1511,-52,1180,-43,10.3,-0.4,1439,-55,46,3,0.62317,-0.01283,13.11951,2.96788,1457.32702,38.23545,0.00367,0.0001,118.23919,6.53408,2984.81926,89.36536,0.00751,0.00022,2114.35726,10.85693,0.00532,3.00E-05,2181.10371,1.66249,0.00549,0,99.7,0.1,99.9,0,60.09,0.85,3.39,-0.01,-1.72,-3.52,3.511605556,0.09021,0.603175,0.021584444,24737992.25,938524.0134,19.44,-0.13,18.8,-0.19,1211.08,-29.55,1.27793,0.15262,65.597042,-10.521854,13.23063,0.12846,12.30993,0.19873,12.48736,0.12794,11.46019,0.26002,41.23,-0.71,16381.6,-279.33,39730,0,36.25132,0,69.86,0,43.94,2.25,0.95415,-0.00012,0,0,1,0,185,5,0.0419,-0.00435,0.06487,-0.00241,5.48247,0.77275,5.196998333,1.875546667,-0.40186,-3.60611,6240.7221,508.6175,54.08521,-1.54127,224.54937,68.31726,0,0,108,6780744,1
Peru,93.00324,0.60816,76.70944,0.58955,10.4,-0.3,11.6,-0.3,12.7,-0.3,6766,-89,2990,-40,3776,-49,16.3,-0.4,14.9,-0.4,13.5,-0.3,8693,-149,4847,-82,3846,-67,7.5,-0.2,4458,-20,119,0,4.79562,-0.64807,-3.58546,-0.41189,12023.4286,-51.36493,0.00939,-4.00E-05,27.38582,7.10579,6200.71638,345.88645,0.00484,0.00027,393.11444,-0.34514,0.00031,0,567.3543,-7.83928,0.00044,-1.00E-05,95.6,0.4,99.1,0.1,27.14,-0.75,2.59,0.03,0.31,-1.73,3.354951111,0.01421,0.507677778,-0.00044,109070974.6,2203122.364,12.79,-0.44,12.85,-0.32,837.64,-26.35,8.35523,0.43496,78.91293286,-1.942177143,31.74483,0.2447,29.06587,0.25424,27.53704,0.27346,26.06872,0.25051,56.64,-0.14,72503.2,-172.84,128000,0,27.53853,0.18694,237.79,0,774.68,-31.15,0.73008,4.00E-05,1,0,1,0,537,49,0.24426,-0.00137,0.21866,0.00037,4.71415,0.31527,0.462842857,0.302308571,2.24063,-1.72872,3.3373,0.0507,38.86065,-2.1466,6178.68901,-582.49678,0,0,45,34049589,1
Philippines,93.63736,0.41452,81.25103,1.16034,19.3,-0.4,21.6,-0.6,23.9,-0.6,52747,-941,22590,-383,30157,-558,30,-0.8,27.3,-0.7,24.5,-0.6,66326,-1374,37723,-792,28603,-582,13,-0.3,31975,-534,554,0,4.17032,-0.38523,-2.70246,-0.34794,2396.46376,-8.56996,0.00804,-3.00E-05,25.76577,4.80875,1864.94118,71.30741,0.00625,0.00023,78.70698,0.52264,0.00026,0,124.29713,0.78189,0.00042,0.00001,95.3,1.1,97.8,0.4,26.8,-0.73,2.66,-0.15,4.38,-0.17,1.321938333,0.015527222,0.380508333,-0.01234,142923516.2,3592784.654,19.41,-0.44,18.52,-0.58,696.88,14.23,0.49781,0.02099,63.01012714,2.569607143,24.20035,1.02814,22.45141,0.93408,21.43726,0.87273,19.82249,0.79196,23.99,0.11,7153.7,34.89,29817,0,42.79011,0,221,-1.25,0,0,0.67846,-0.00433,1,0,1,0,1693,54,0.3699,0.02468,0.58388,0.00302,5.418325714,0.575987143,2.566694286,0.580027143,6.11853,-0.22296,51.7958,-0.8656,48.62837,-4.02008,8671.36587,-1277.23295,0,0,13,115559009,1
Poland,91.81969,-0.73386,98.95753,0.00211,3.5,0,3.8,-0.1,4.1,-0.1,1482,-88,658,-37,824,-51,4.8,-0.1,4.4,-0.1,4,-0.1,1728,-90,964,-51,764,-39,2.7,-0.1,1051,-57,15,-1,0,0,2.30414,-0.02319,3115.53017,-0.70619,0.01018,0,29.29061,5.03571,778.00465,30.30235,0.00254,0.0001,292.04727,-0.4952,0.00095,-0.00001,312.20563,0.64403,0.00102,0,100,0,100,0,15.62,0.57,3.48,-0.31,4.53,-1.45,7.00666,-0.325234,0.471932,-0.044256,269711562.4,-12723647.78,16.99,-0.32,16.55,-0.14,2523.05,63.65,2.49747,-0.31996,63.37601714,-4.587068571,19.89664,-3.92593,18.82808,-3.68273,19.50755,-3.84311,17.35763,-3.34912,30.94,0.05,9471,12,30611,-6,88.70074,2.00E-05,164,2,7372.43,203.35,0.9704,0.00121,1,0,1,0,257,15,1.40208,0.05385,1.37185,0.01476,5.783042857,0.18266,2.633337143,-0.493085714,4.44999,-1.49522,3.8394,0.2277,89.23293,-1.21268,13510.16767,-2486.10225,0,0,37,39857146,1
Portugal,99.21959,0.01131,99.64512,0.03506,2.5,-0.1,2.8,-0.1,3.1,-0.1,242,-9,107,-4,135,-5,3.8,-0.1,3.4,-0.2,3.1,-0.1,295,-11,165,-6,130,-5,1.9,-0.1,161,-10,19,-2,0,0,26.70973,1.32972,189.97308,1.99361,0.00207,2.00E-05,24.39771,0.06054,164.44564,0.08002,0.0018,0.00001,403.94489,0.02391,0.00441,0,467.10827,2.03105,0.0051,2.00E-05,100,0,100,0,28.19,0.72,2.53,-0.1,2.68,-0.35,6.58187,0.0698,0.304702,-0.004852,67726932.31,718786.5416,12.27,-0.26,11.9,-0.36,2650.19,14.94,0.24276,0.04824,55.78646143,1.229421429,7.6297,-0.57672,7.34244,-0.55342,7.28685,-0.58276,6.58347,-0.49578,36.15,0,3312,0,9160.56,0,77.2651,0,40.91,0,458.61,33.88,0.8655,-0.00068,0,0,1,0,322,10,0.3527,0.00301,0.46302,0.01365,5.878183333,-0.074016667,3.615781667,-1.508401667,2.68276,-0.16657,0.89328,0.04651,65.25397,0.28803,12360.56941,5245.23022,0,0,93,10270865,0
Guinea-Bissau,61.37447,0.181,24.98111,1.34881,47,-1.4,52.9,-1.7,58.7,-1.7,3308,-83,1439,-36,1869,-47,86,-3,79.5,-2.9,72.8,-2.6,4979,-168,2745,-91,2234,-77,35.9,-0.8,2269,-35,361,0,10.90368,-1.22676,32.24606,4.53515,46.88725,1.60792,0.00167,6.00E-05,43.26463,3.34569,348.19815,8.13154,0.01238,0.00029,0,0,0,0,0,0,0,0,30.9,2.5,52.3,4.2,86.2,-0.37,8.43,-0.35,2.09,0.76,0.501715,-0.006562222,0.75687,-0.02496,963752.948,11087.64079,10.24,0.42,11.45,1.82,66.43,4.02,104.89146,0.10358,68.9957,-9.450192,40.06311,-1.11714,34.84998,-1.04898,34.81921,-1.01625,31.47235,-1.0478,70.71,-0.3,1988.45,-8.44,2812,0,59.48258,0,84,0,0,0,0.91862,-2.00E-05,0,0,1,0,3,0,0.00131,-0.00043,0.00173,0.0003,4.592964,0.006838,1.712618,-4.00E-06,4.5,3.21626,585.911,30.4645,40.56574,-0.83978,71.65868,51.09486,0,0,148,2105566,1
Romania,100,0,86.54158,0.85096,5.3,-0.3,5.8,-0.3,6.3,-0.4,1196,-115,531,-47,665,-68,7.6,-0.5,7,-0.4,6.4,-0.3,1458,-120,809,-71,649,-49,3.3,-0.1,668,-41,65,-3,0,0,4.49377,0.28359,1679.03766,4.55678,0.0073,2.00E-05,8.23518,2.75626,866.47735,22.06529,0.00377,1.00E-04,444.91915,-1.27946,0.00193,-0.00001,486.58944,-0.48514,0.00211,-0.00001,100,0.2,100,0.2,23.54,0.51,2.39,-0.13,4.29,-2.24,2.349137222,0.055663889,0.209572222,-0.004937778,45490011.58,753267.7864,18.96,-1.04,17.17,-1.77,2116.39,-24.97,6.93651,1.03156,69.57623286,-1.15223,14.10693,-2.42955,13.30043,-2.29569,13.70931,-2.16093,12.22546,-2.22699,30.12,0,6929.05,0,23008,0,75.95557,0,207.5,0,2829.53,101.22,0.86454,5.00E-05,0,0,1,0,149,4,0.40428,-0.0032,0.49925,0.00605,6.62454,0.286325,3.370348333,-0.604983333,3.85316,-2.17586,4.2379,0.2963,69.08434,-3.82752,5791.04331,-427.86804,0,0,64,19659267,1
Russian Federation,96.79553,0.08488,88.70742,0.23362,4.2,-0.4,4.7,-0.4,5.2,-0.4,7254,-1127,3159,-480,4095,-647,6.4,-0.6,5.8,-0.5,5.2,-0.5,9327,-1398,5267,-802,4060,-596,2.6,-0.3,3940,-775,50,-4,0,0,8.02356,0.30935,427255.297,1223.5281,0.02609,8.00E-05,97.23781,13.94201,163861.4187,11582.75344,0.01001,0.00071,86892.30037,128.58662,0.00531,1.00E-05,89345.46296,131.39096,0.00546,1.00E-05,99.8,-0.2,99.2,-0.8,3.22,0.04,8.09,-0.16,2.14,-0.53,2.80179,0.058645556,0.281984444,0.002476667,408703297.7,8933659.841,13.22,0.09,13.15,0.15,1325.75,36.16,42.75907,0.60297,58.61772857,-2.726565714,9.859,-0.40671,8.88468,-0.33958,9.07835,-0.37209,7.73754,-0.26492,49.78,0,815311.6,0,1637687,0,25.43345,0.26497,77.03,0.3,54105.9,5259.88,0.95196,-0.00013,0,0,0,0,221,23,2.20739,-0.06335,1.31286,0.0572,4.131104286,0.17375,4.131104286,0.17375,2.19808,-0.60917,64.7377,2.0696,39.78451,-2.01586,32075.62193,18847.97987,0,0,9,144713314,1
Senegal,82.69753,1.19413,57.04903,1.05299,27,-0.9,30.9,-1,34.6,-1.1,16359,-271,7058,-114,9301,-157,46,-2,41.8,-1.9,37.5,-1.8,21968,-681,12268,-351,9700,-330,22.3,-0.7,11957,-189,117,-1,9.82694,-0.72341,16.34797,2.20722,520.71218,9.87834,0.0027,5.00E-05,38.07721,-0.408,1965.46162,-5.80765,0.01021,-3.00E-05,25.78832,-0.07151,0.00013,0,64.18558,1.64454,0.00033,1.00E-05,70.4,4.4,95.2,1.7,36.89,0.88,3.66,0.18,1.83,-1.54,0.766011667,-0.019435,0.549762778,-0.027271667,12483209.4,30480.75134,16.14,-0.13,14.89,-0.64,227.37,2.2,106.00841,-9.20071,84.38460714,5.54225881,42.18271,-0.76607,38.21284,-0.86657,37.58251,-0.76884,35.52715,-0.93438,42.11,-0.21,8108.16,-40,19253,0,45.14887,0,44.27,-0.02,0,0,0.9384,-0.00053,0,0,1,0,141,14,0.02198,0.00345,0.04211,0.00138,6.000513333,0.035231667,0.663463333,0.000205,4.61363,-1.59561,585.911,30.4645,52.66507,2.0787,1065.46282,217.62124,0,0,71,17316449,1
Serbia,94.91236,0.38233,97.89702,0.05641,4.4,-0.1,4.9,-0.1,5.4,-0.1,341,-7,147,-4,194,-3,6.2,-0.1,5.7,-0.1,5.1,-0.1,395,-9,223,-5,172,-4,3.6,-0.1,252,-1,14,-3,0.05927,-0.00054,3.33795,-0.60502,425.37124,-2.49044,0.00486,-3.00E-05,25.509,-4.87445,185.19359,-7.19245,0.00212,-8.00E-05,147.60951,0.05961,0.00169,0,161.89069,0.79498,0.00185,0.00001,99.8,-0.2,99.9,-0.1,21.53,0.48,5.04,-0.24,4.79,-0.14,6.8026,0.441964,1.103708,0.022236,50346417.24,3062602.566,14.03,-0.6,13.68,-0.85,864.74,4.34,343.77829,-10.00916,76.16680429,-2.241061429,22.32589,-4.21364,21.73909,-4.1259,22.66627,-4.32357,20.87459,-4.00092,31.13,0.01,2722.22,0.22,8746,0,29.44499,0.8626,156.87,0.13,963.23,0,0.95147,2.00E-05,0,0,1,0,107,1,0.10324,0.00489,0.13823,0.00763,6.090152642,0.592087072,3.048349448,0.073929991,4.33173,-0.16339,105.2496,5.0745,89.99456,0.9179,4269.81253,179.30686,4,0.031746032,105,7221366,0
Seychelles,96.2934,0.12544,100,0.82417,11.4,-0.1,12.4,-0.1,13.3,-0.2,21,-1,10,0,11,-1,15.5,-0.1,14.4,-0.1,13.2,-0.2,25,0,14,0,11,0,9,0,15,-1,15,-2,0,-0.82417,4.34944,-6.12832,1.45619,-0.08552,0.00317,-0.00018,52.2102,9.89158,3.54935,0.23066,0.00772,0.00051,0,0,0,0,0,0,0,0,100,0,100,0,1.21,-0.02,2.88,-0.13,3.6,1.19,1.925351667,0.196722778,0.115221667,0.007618889,188185.8786,20346.39023,4.91,-1.51,5.32,-0.8,769.76,-200.67,14.28286,-0.17441,48.50588333,-4.621953333,17.43533,0.48848,16.95663,0.47389,17.43533,0.48848,16.3006,0.45692,73.26,0,33.7,0,46,0,24.32692,0,172.81,0,0,0,0.67806,-0.00276,0,0,1,0,0,0,0.00272,-0.00019,0.00603,-0.00038,9.137,0.006806,4.664626,-0.000258,3.09987,-0.09901,14.0333,0.1222,100.0372,-12.41079,143.74186,24.21833,0,0,198,107119,0
Sierra Leone,61.92981,1.13839,20.09974,0.89426,76,-2.2,82.8,-2.4,89.1,-2.6,21311,-427,9647,-197,11664,-230,119.5,-4.4,112.5,-4.3,105.1,-4.2,28847,-855,15567,-441,13280,-414,32.2,-0.7,8424,-122,295,-3,17.63445,-0.40288,-8.10557,-3.39381,70.57376,-2.60641,0.00098,-3.00E-05,67.42312,2.78408,348.74217,5.79925,0.00483,8.00E-05,0.49273,-0.0756,0.00001,0,13.12684,-0.03002,0.00018,0,22.7,-3.4,51.4,-1.8,75.44,-0.42,5.26,-0.26,2.83,1.79,0.499150556,0.002472778,0.762127778,-0.021292222,3899965.719,100315.5843,1.71,-0.02,1.95,-0.15,10.87,0.22,64.9193,4.02685,75.341674,-3.585061,43.32113,-0.32838,39.4217,-0.04083,38.18799,0.15498,36.63644,0.14959,35.39,-0.28,2554.61,-19.73,7218,0,65.32315,0,82,0,6.28,3.14,0.9294,8.00E-05,0,0,1,0,26,2,0.00334,0.00051,0.00777,0.00094,5.339566667,0.04994,0.63481,-6.00E-05,5.25424,1.78964,9010.2211,1078.5894,52.42141,5.71526,301.48544,83.67252,0,0,102,8605718,1
Slovakia,99.78782,-1.00E-05,97.53184,7.00E-05,4.3,-0.1,4.8,-0.1,5.2,-0.1,274,-7,121,-3,153,-4,6.4,-0.1,5.8,-0.1,5.3,0,333,-7,187,-4,146,-3,2.9,0,166,-3,4.5,-1.3,0,0,7.27102,0.17064,104.68774,0.16654,0.00218,0.00001,-4.31712,-1.27332,48.12189,-0.64039,0.001,-0.00001,146.37812,-0.13637,0.00304,-0.00001,154.06074,-0.11802,0.0032,-0.00001,100,0,100,0,17.64,5.21,4.1,-0.17,2.38,-1.51,4.86714,-0.490996,0.266898,-0.033934,26545013.93,-2639396.026,21.14,1,19.75,0.87,3855.82,267.92,24.60205,2.25963,72.77720571,-0.666344286,16.26568,-3.26654,15.89146,-3.18452,16.12504,-3.2399,15.50294,-3.098,40.06,0,1925.9,0,4808,0,85.77913,0,171.11,0,1280.48,-3.53,0.95209,3.00E-05,0,0,1,0,63,8,0.47075,-0.00714,0.46542,-0.00334,5.623142857,0.186504286,2.81885,-0.452882857,2.51969,-1.5107,0.89328,0.04651,169.79701,-5.75476,2510.6377,835.55281,0,0,116,5643453,0
Viet Nam,95.98905,0.82027,86.6378,1.86986,14.5,-0.1,16.8,-0.2,19,-0.2,25197,-347,10202,-118,14995,-229,24.6,-0.3,21.1,-0.2,17.3,-0.2,31702,-441,19485,-287,12217,-154,10.8,-0.1,16186,-216,176,-6,1.66986,-0.72408,1.81709,-1.14949,2499.91726,-28.22345,0.00798,-9.00E-05,3.04639,1.37117,16871.92698,224.50373,0.05383,0.00072,942.01865,15.77802,0.00301,5.00E-05,1703.946,24.47198,0.00544,8.00E-05,99.4,-0.6,100,0,20.65,-3.94,4.11,0.2,6.39,-0.08,1.535622222,0.019195,0.589665,-0.027575,148129376.9,3240752.281,24.24,0.49,23.79,0.42,797.2,63.19,327.85006,-21.69944,61.5856,3.458618571,22.11983,0.83517,20.8923,0.80028,20.93368,0.81064,17.66573,0.69941,46.48,0.25,14567.19,75.9,31342.9,0,40.10166,0,62.63,-0.25,211.24,-16.15,0.72329,-0.00404,0,0,0,0,324,20,1.38984,0.14326,1.31037,0.11523,5.114507143,0.007224286,3.631522857,-0.166617143,7.35928,-0.10571,23050.2417,448.1917,154.81902,-0.14743,16120,620,0,0,16,98186856,0
Slovenia,99.5,0,98.41789,-0.05337,1.7,-0.1,1.9,0,2,-0.1,37,-2,17,0,20,-2,2.5,-0.1,2.3,-0.1,2.1,-0.1,46,-3,25,-2,21,-1,1.4,0,27,-1,5.3,-0.1,0,0,18.1248,0.44536,40.48676,0.15264,0.00201,0.00001,41.08771,-0.64003,36.8683,-0.16724,0.00183,-0.00001,2.39109,0.00891,0.00012,0,2.85778,0.02591,0.00014,0,100,0,100,0,20.86,0.23,3.5,-0.17,3.11,-0.97,5.37277,-0.318326,0.225408,-0.020778,11352142.47,-632872.4986,21.68,0.95,20.62,0.31,5168.23,376.11,0.89781,-0.00285,74.83032,-0.802878571,14.60053,-3.85362,14.07638,-3.69461,14.07217,-3.69646,13.43989,-3.50377,61.57,-0.1,1239.86,-2.04,2013.64,0,73.86553,0,252.03,1.38,300.88,-0.2,0.92814,-0.00021,1,0,1,0,30,4,0.23636,0.01027,0.22757,0.0143,6.430491667,-0.024793333,3.052886667,-0.746046667,3.45108,-1.00329,0.89328,0.04651,163.71691,4.11857,1462.91391,78.74091,0,0,149,2119844,0
Zimbabwe,63.09495,-0.44382,35.77434,-0.58282,32.8,-0.9,37.1,-0.9,41.1,-1,17852,-364,7834,-169,10018,-195,57.2,-1.2,52.7,-1,47.7,-1,25332,-432,13944,-229,11388,-203,26.1,-0.5,12638,-236,199,-11,18.72294,-0.74198,1.78614,1.30089,425.62558,5.43974,0.0011,0.00001,11.67778,6.24041,473.51532,26.45941,0.00122,6.00E-05,3031.87604,5.49819,0.00784,2.00E-05,3323.49858,35.54291,0.00859,9.00E-05,46.7,1.3,85.4,0,81.52,1.09,13.4,0.58,-7.95,-10.56,0.931458889,0.004305556,0.672365,0.065996667,13641651.44,254662.0464,10.56,-0.56,14.22,0.54,142.39,-20.45,64.74267,-37.87496,83.251035,2.059553,14.47127,-0.00748,13.07553,-0.03974,13.0697,-0.09071,12.343,-0.05524,45.21,-0.12,17490.65,-46.07,38685,0,81.21766,0,94.99,-0.01,0,0,0.79219,-0.00037,0,0,1,0,802,42,0.02245,0.0017,0.02491,-0.00733,6.898801667,0.832235,3.509126667,0.186541667,-6.33245,-11.34232,9.7184,7.6803,41.61736,11.02836,280,-464.6372,0,0,74,16320537,1
Spain,99.92584,-0.00022,99.91936,-0.00023,2.4,0,2.7,0,2.9,0,958,-57,422,-25,536,-32,3.5,0,3.2,0,2.9,0,1165,-68,653,-37,512,-31,1.8,-0.1,655,-32,9.9,-1.1,0,0,13.48716,-2.56555,604.99674,-13.67688,0.00121,-3.00E-05,61.71371,8.16193,1046.11416,52.79893,0.00209,1.00E-04,1582.29955,-41.18097,0.00317,-8.00E-05,1939.83419,-19.71185,0.00388,-4.00E-05,100,0,100,0,16.68,-0.22,2.64,-0.13,1.25,-0.58,3.736206,-0.08215,0.133062,-0.004624,176092516.6,-2576306.4,10.95,-0.17,10.91,-0.12,3076,-8.37,0.10775,0.00974,55.25581714,-2.017177143,9.77284,-0.74379,9.3416,-0.73581,9.14429,-0.71407,8.27562,-0.71873,37.17,0.01,18567.88,4.29,49957,-3.35,57.59786,0.00248,55.87,0.01,2371.24,56.5,0.8468,-0.00028,1,0,1,0,715,56,1.75666,-0.01708,1.9276,-0.04306,4.693981429,-0.050934286,3.197542857,-0.95879,1.98397,-0.3005,0.89328,0.04651,50.68908,-1.1724,17416.78944,-40046.14037,0,0,32,47558630,0
Sweden,99.71741,0.01095,98.89729,-0.01762,2,0,2.1,-0.1,2.3,-0.1,246,-8,108,-4,138,-4,2.8,-0.1,2.6,-0.1,2.4,-0.1,301,-9,168,-5,133,-4,1.4,-0.1,164,-6,5.4,0,0,0,13.45125602,1.29959558,13351.30417,29.35105372,0.015754863,0.000137158,90.99487346,10.2055422,5019.632629,183.4579999,0.006774098,0.000188415,1823.06706,3.64019623,0.002456776,-1.64E-07,2076.119175,6.885213552,0.002806776,8.31E-06,100,0,100,0,52.87,1.31,3.79,-0.18,0.94,0.03,3.807097222,-0.064110556,0.069992222,-0.001611111,38209520.22,-392731.2281,13.09,-0.51,12.8,-0.23,7010.97,-205.02,0.12595,-0.03069,63.47184143,-5.75062,6.39694,-0.16677,5.95539,-0.13848,6.03375,-0.13521,5.33487,-0.10462,68.7,0.01,27980,0,40728.36,-2.7,59.09743,0.15367,72.17,0.31,17059.42,206.39,0.99229,0,1,0,1,0,562,73,0.8445,-0.00447,0.82208,-0.03875,3.715981429,0.019325714,2.54947,-0.663304286,1.9862,0.03618,9.45835,0.76583,59.85377,-0.7403,9108.24923,5302.4475,20,0.158730159,87,10549347,0
